Sentence,Polarity,Subjectivity,Source
She called his action in @ @ @ @ @ @ @ @ @ @ was provoked by circumstances beyond his control.,0.1,0.1,Belist.txt
"Speaking to the Daily News after court had adjourned David Daniels, the deceased 's cousin, said he was relieved Thusi had been found guilty but he was not happy with the sentence, calling for life instead.""",-0.3,0.6666666666666666,Belist.txt
"IOL emails will probably be sent to the"" Promotions"" tab instead of the"" Primary"" tab.",0.4,0.5,Belist.txt
Verified email addresses: All users on Independent Media news sites are now required to have a verified email address before being allowed to comment on articles.,0.0,0.125,Belist.txt
"Further, NGCP is directed to submit a monthly computation of AS rates.",0.0,0.5,Belist.txt
"AS are needed to regulate the frequency of transmitted electricity to avoid fluctuations and to help the grid adapt to sudden loss of power supply, thus preventing massive blackouts.",0.0,0.75,Belist.txt
"As grid operator, NGCP is tasked to bill and collect AS charges based on the ERC-approved rates.",0.0,0.0,Belist.txt
"These charges, however, do not form a part of NGCP 's revenues and are only pass-on charges remitted entirely to the generation companies from which the AS are sourced.",0.0,0.8125,Belist.txt
"The city government revises the ban a week later -- only valid bus franchises are allowed to enter, 10 at a time.",0.0,0.5,Belist.txt
Loading and unloading is allowed only at designated bus stops and terminals.,0.0,1.0,Belist.txt
Workers and students who live in nearby cities are forced to change their routes.,-0.08181818181818185,0.35,Belist.txt
"We are extremely disappointed that the Russian government would take this step despite our very clear and lawful requests in public and private that Mr. Snowden be expelled and returned to the United States,"" White House press secretary Jay Carney said.",-0.08857142857142856,0.2414285714285714,Belist.txt
"The saga ended Thursday, when Snowden was granted a one-year stay.",0.0,0.0,Belist.txt
"He suggested only that Obama was reconsidering his upcoming tete-a-tete with Putin, which was supposed to focus on the Syrian civil war and righting a relationship with Russia that the U. S. president already tried to"" reset"" once after taking office in 2009.",0.0,1.0,Belist.txt
Carney said Moscow 's decision undermined U. S.-Russian law enforcement cooperation that had improved since two ethnic Chechens were blamed for the Boston Marathon bombings.,0.0,0.0,Belist.txt
"Russia has stabbed us in the back, and each day that Mr. Snowden is allowed to roam free is another twist of the knife,"" Schumer said.",0.2,0.4,Belist.txt
ADVERTISEMENT  He said individual taxes are deducted from the monthly salary of each personnel.,0.0,0.4,Belist.txt
The amount collected is then remitted to the tax collection agency every year.,0.0,0.0,Belist.txt
It is listed in the CITES III appendix in India.,0.0,0.0,Belist.txt
"None of these four, including the squirrel, were mentioned in the latest faunal records published by the Zoological Survey of India ( ZSI ), which mentions 53 species of mammals,"" said Santosh Tiwari, Field Director of the Tiger Reserve.""",0.5,0.9,Belist.txt
"The camera trapping by WWF-India was carried out as a part of a monitoring exercise in collaboration with Department of Environment &amp; Forests, Bihar and National Tiger Conservation Authority ( NTCA ), Government of India.",0.0,0.0,Belist.txt
"We are excited by these discoveries, Valmiki has excellent potential for tiger recovery and given its contiguity with the Chitwan National Park in Nepal will be a critical site for undertaking transboundary approaches for tiger conservation.",0.34375,0.8875,Belist.txt
"The tiger monitoring work in Valmiki is part of the larger tiger survey being undertaken in India and Nepal across the entire Terai Arc Landscape for the first time, WWF-India is supporting the government in their efforts to develop Valmiki @ @ @ @ @ @ @ @ @ @ Forest Department since 2003, WTI 's Valmiki Conservation Project helped establish the presence of a viable population of tigers, bringing focus back to this formerly neglected tiger reserve in the mid-2000s.",0.08333333333333333,0.2847222222222222,Belist.txt
"The Project carries out a comprehensive approach to conservation, including studies on tigers and habitat recovery activities; it is supported by US Fish and Wildlife Service ( USFWS ), Nature and Biodiversity Conservation Union ( NABU ) and Sir Dorabji Tata Trust ( SDTT ).",0.0,0.0,Belist.txt
It is listed in the CITES III appendix in India.,0.0,0.0,Belist.txt
"A petition with 3,700 names was signed in support of the standards, and Kentucky education officials include several scientific organizations that have shown their support.",0.0,0.0,Belist.txt
"The Next Generation Science Standards were developed by 26 states, including Kentucky.",0.05,0.15,Belist.txt
"State officials say the standards are based on new scientific research and include what students are expected to learn, while providing the blueprint for success in post-secondary education.",0.11212121212121211,0.28484848484848485,Belist.txt
KDE also notes that the concept of evolution already exists in the current version of the Kentucky Core Academic Standards for Science and has been assessed since 2006.,0.0,0.2,Belist.txt
"Westbeld says that the robot must be preconfigured with a 7th axis controller in order to control a servomotor.""",0.0,0.0,Belist.txt
"If any portion of the project can be simplified, they can install it faster and troubleshoot it easier.""",0.0,0.0,Belist.txt
"This video shows a compact, servo-driven gripper used for biomedical applications where tight tolerances are often required.""",-0.17857142857142858,0.2857142857142857,Belist.txt
"The patent-pending"" vacuum bars"" as Schmitz refers to them are designed to handle various materials such as wood, metal sheet, glass, cardboard, or plastic with different shapes, surfaces and dimensions.""",-0.0020833333333333333,0.4,Belist.txt
The vacuum bar does n't care where the product is located.,-0.008333333333333333,0.0,Belist.txt
"There are a variety of different materials being applied in various applications.""""",0.0,0.55,Belist.txt
"The modular construction allows integration with applications requiring high-power, coolant, servo, a variety of bus networks, and discrete signal capabilities by incorporating separate modules that can be mounted on any of nine available flats.",0.4,0.4,Belist.txt
"Morris says the micro was developed in response to robot manufacturers introducing high-speed delta robots.""",0.1,0.3,Belist.txt
"On the other side of the spectrum, @ @ @ @ @ @ @ @ @ @ the world, was developed in response to a non-robotic application,"" says Morris.""",-0.012499999999999997,0.3375,Belist.txt
"Our aim was to make this much easier for maintenance by doing some of that work for them @ @ @ @ @ @ @ @ @ @ unique in that it is designed to intrinsically handle many of the standard bus networks on the market without having to completely redesign the system, especially if last-minute changes are made to the bus,"" says Loos.""",0.19583333333333333,0.5166666666666667,Belist.txt
"The control module is designed to work with Applied 's Sigma line of tool changers, including its newly released Sigma NextGen?",0.13636363636363635,0.45454545454545453,Belist.txt
"Robotiq 's electric, servo-driven 2-finger and 3-finger grippers enable the user to control grasping factors such as the opening/closing speed of the fingers, force applied on the object being handled, and precise control of the fingers to enable partial open and close for fast cycle times.",0.1,0.54,Belist.txt
"The adaptive 2-finger grippers are designed for day-to-day manufacturing where engineers want to automate @ @ @ @ @ @ @ @ @ @ typical cell has to handle 5 to 20 different parts, and instead of using a tool changer with many different end effectors, a single robot gripper represents time saved on changeovers and reduced tooling costs.",0.052380952380952396,0.48285714285714293,Belist.txt
The 3-finger gripper is designed for advanced manufacturing and research.,0.4,0.6,Belist.txt
In this video Robotiq 3-finger grippers are used to perform 3D bin picking and assembly tasks.,0.0,0.0,Belist.txt
"Commercialization of the technology was launched by Magswitch Technology from its headquarters in Colorado, where all Magswitch products were designed and tested, most notably a new line of magnetic robot grippers like no other.""",0.23295454545454544,0.4431818181818182,Belist.txt
"Blanchard also notes that electromagnets require battery backup and expensive cabling that must be replaced every year.""",-0.5,0.7,Belist.txt
"The AR-Series grippers are designed for irregular shapes and come with removable, customizable pole shoes, which Blanchard says customers can cut to fit their particular part configuration.""",0.2833333333333333,0.3666666666666667,Belist.txt
"In this video, Magswitch grippers are used in an automotive manufacturing facility to sort and stage small door panel inner components for a subsequent welding process.",-0.08333333333333333,0.20555555555555557,Belist.txt
"Once on the conveyors, the parts are picked by an articulating robot equipped with a high-speed rotary tool and Magswitch AR grippers, each with particular pole-shoe styles custom cut to fit each part configuration.",0.2833333333333333,0.3666666666666667,Belist.txt
"Right now, a small amount of air is required to turn the magnets on and off.""",0.01785714285714285,0.46785714285714286,Belist.txt
"This application also involves hygienic design with stainless steels and food-grade-type polymers, so that everything can be washed down and cleaned,"" says Westbeld.""",0.022222222222222213,0.24444444444444446,Belist.txt
"A mere few hour later, she got another call from the cops -- the burglar had come back, toting all of the computers that had been stolen earlier that night.",-0.13999999999999999,0.22000000000000003,Belist.txt
MARK STRONG has fuelled reports suggesting he is set to portray Superman 's arch nemesis Lex Luthor in the MAN OF STEEL sequel after refusing to confirm or deny the casting rumours.,0.4333333333333333,0.7333333333333333,Belist.txt
"Ryan Gosling, Josh Brolin and Joe Manganiello have all been mentioned as possible contenders for the coveted role, taking over from Christian Bale, who stepped down following the completion of Christoper Nolan 's Dark Knight trilogy.",-0.061111111111111116,0.35777777777777786,Belist.txt
"The track ' Control ( HOF ) ' was set to appear on Big Sean 's new LP ' Hall Of Fame ', set for release on August 27, but according to Pitchfork it was dropped from the tracklisting due to issues with sample clearing.",0.0037878787878787845,0.3098484848484849,Belist.txt
"However, the song has now been made available online -- scroll down to the bottom of the page and click to listen.",0.12222222222222222,0.34444444444444444,Belist.txt
"Skillset estimated that just 5,500 people are working in the UK games industry today in its census, which was published in early July.",0.1,0.3,Belist.txt
"It points out that many of the companies in our game studios list would be classified within Skillset 's Census as @ @ @ @ @ @ @ @ @ @ CEO Dr Jo Twist, agreed:"" It can be difficult to get a definitive picture and a complete dataset.",-0.07500000000000001,0.575,Belist.txt
"It is important that we all work together to agree on how we are classified and measured as a sector and we encourage every company to participate in research projects trying to address this, such as Creative Skillset 's industry panels, the Develop 100 and Tiga 's census.""",0.3,0.8333333333333334,Belist.txt
Skillset will present a report to the Office of National Statistics ( ONS ) later this year that recommends changes to the definitions to be adopted in the next round of ONS research due in 2017 and 2020.,-0.065,0.155,Belist.txt
"She was left with a bruised chin and bleeding gums.""",0.0,0.0,Belist.txt
"Prime Minister Stephen Harper is scheduled to arrive in the Arctic on Sunday for a six-day tour of the region, where his government 's main focus has gradually moved from improving the country 's northern military capabilities to promoting economic development.",0.08888888888888889,0.2111111111111111,Belist.txt
"Large sections of the May report, such as test results and comments, were blacked out.",0.10714285714285714,0.4642857142857143,Belist.txt
"He also said the Canadian Forces are looking at different small vehicles that"" can be modified to traverse all types of difficult terrain, under various conditions.",-0.1875,0.625,Belist.txt
"The noise level of an internal combustion engine can not be reduced to an acceptable level for missions where covertness may be required, especially given the increased propagation of sound in cold, dry, Arctic air,"" read the tendering document, which also indicated bids could @ @ @ @ @ @ @ @ @ @ 's research agency was"" pursuing the development of a ' silent ' snowmobile for winter operations in Canada, specifically in the Arctic.""",-0.04444444444444443,0.5166666666666667,Belist.txt
"The winning bid came from CrossChasm Technologies, which is based in Waterloo, Ont., and also has an office in Montreal.",0.5,0.75,Belist.txt
"The Our Lady of Lourdes Shrine, located 55 km southwest of Prince Albert, has been a pilgrimage site for Roman Catholics for 134 years, drawing visitors every summer starting on the May long weekend and ending Sept. 8, when the Nativity of Mary is celebrated.",0.09999999999999999,0.4166666666666667,Belist.txt
"t is settlement and Catholic mission, has a rich history that is interwoven with the North West Rebellion.",0.1875,0.425,Belist.txt
"We tell people to make noise when they walk through ( because of the bears ),"" @ @ @ @ @ @ @ @ @ @ see at the Shrine is a statue that was erected in 1885 by a man named Charles Nolin after his wife recovered from a serious illness.",-0.3333333333333333,0.6666666666666666,Belist.txt
"According to the plaque beside the statue, Mrs. Nolin was cured by water that Brother Piquet, one of the Shrine 's founders, had brought from Lourdes, France.",0.0,0.0,Belist.txt
Visitors are asked to bring a long-stemmed rose.,0.6,0.95,Belist.txt
Big Brother 15 Live Feeds: Week 8 Saturday Highlights  Saturday brought a lot of anxiety for the HGs as they were left waiting until the end of the day for their chance to compete and secure their target 's fate with the Power of Veto.,0.1340909090909091,0.3,Belist.txt
11:15 AM BBT -- Andy is frustrated that he 'll have to play in the comp and risk winning which will risk exposing his betrayal of Helen.,-0.09999999999999998,0.475,Belist.txt
Both say they were promised they were just pawns this week.,0.0,0.0,Belist.txt
Elissa and GM are shared targets.,0.0,0.0,Belist.txt
2:45 AM BBT -- Spencer is upset because he was kicked out of DR so Elissa could come in for a medical emergency.,0.0,0.0,Belist.txt
"Seven of the ' Steve Jobs ' schools open in the Netherlands  Following our report last month about the revolutionary new schools planned in the Netherlands, it has been announced that seven of the 11 have now opened.",0.03409090909090909,0.2803030303030303,Belist.txt
Liberal HQ spy fears force Victorian press gallery hacks out  Journos in Melbourne are spitting chips after they were told to shift from their spiritual home by Denis Napthine 's mandarins.,0.0,0.13333333333333333,Belist.txt
It seems paranoid Liberal operatives thought they were being spied on.,0.0,0.0,Belist.txt
Senior Victorian press gallery journalists are in uproar after they were forced out of their offices in the middle of the election campaign on the orders of Coalition powerbrokers moaning about leaks.,-0.15000000000000002,0.1,Belist.txt
"Veteran gallery figures have told Crikey that an original plan to shift from the building, controlled by the state Department of Premier and Cabinet, was brought forward by six weeks when a faceless state government bureaucrat acting on instructions relayed @ @ @ @ @ @ @ @ @ @ clean out desks by today was"" fucking outrageous"":"" The idea that the Liberal Party can complain to Denis Napthine and just order Premier and Cabinet to shift us out in the middle of an election campaign when we were n't even going to have computers connected or we were n't even going to have the phone lines working is fucking absurd.",-0.10833333333333332,0.4928571428571429,Belist.txt
Crikey understands the level 9 digs enabled hacks to keep tabs on Liberal and National MPs coming in and out of the building and that the pollies might 've felt like they were being spied on.,0.0,0.0,Belist.txt
Such is the paranoia inside Coalition HQ that sources told Crikey this morning that the Australian Communications and Media Authority was drafted @ @ @ @ @ @ @ @ @ @ in.,0.0,0.25,Belist.txt
"In 2011, The Age reported that 35 Spring was likely to be demolished to make way for a 42-storey residential tower.",0.0,1.0,Belist.txt
"I 'm glad it 's being torn down.""",0.17222222222222222,0.6444444444444445,Belist.txt
"These perverse incentives almost guarantee that fuel-rich countries will struggle to reduce carbon emissions, whether they are developed or developing nations.",0.1,0.3,Belist.txt
Likewise Australia and Canada were brought down by their coal and tar sands industries.,-0.15555555555555559,0.2888888888888889,Belist.txt
"For example, as carbon intensity is expressed in relation to GDP, it can be driven down by substantially increasing GDP, rather than lowering overall emissions.",-0.07777777777777779,0.14444444444444446,Belist.txt
"Better instead, globally speaking @ @ @ @ @ @ @ @ @ @ easier to implement measures have not yet been taken.",0.25,0.25,Belist.txt
"Dr Friedrichs suggests the answer is for petro-states to fund R&amp;D in high-tech nations so that the fruits of their combined cash and labour -- technologies like carbon capture and storage or supercritical steam generators for efficient power plants - can be offered back to the developing world, for everyone 's benefit.",0.0,0.0,Belist.txt
"Joining Splinter Cell: Blacklist and Assassin 's Creed Iv as the first games to get extra Nvidia love is open-world stealthy hacker Watch Dogs, which will be played the way it 's meant to be on Nvidia systems.",0.25,0.3444444444444444,Belist.txt
Related Links  Pietermaritzburg - A security guard was beaten unconscious by three suspected shoplifters at the Pick n Pay liquor store in the Hayfields Mall in Pietermaritzburg on Monday.,0.0,0.4,Belist.txt
"The 25-year-old guard was attacked by a man and two women after he stopped them from drinking and stealing alcohol at the store.""",0.0,0.0,Belist.txt
"Jeevan said:"" Two of the people were arrested at the centre and will appear in court soon @ @ @ @ @ @ @ @ @ @ and malicious damage to property.""",0.0,0.0,Belist.txt
"Your Location*  Weather*  Always remember my setting  Saving your settings  Facebook Sign-In  Hi News addict,  Join the News24 Community to be involved in breaking the news.",0.0,0.0,Belist.txt
"He insisted, however, that Washington was not intent on"" regime change,"" signalling that any military strikes would be limited and not meant to topple Assad.",-0.08571428571428572,0.12142857142857143,Belist.txt
"One participant said:"" The opposition was told in clear terms that action to deter further use of chemical weapons by the Assad regime could come as early as in the next few days.""",0.016666666666666673,0.23055555555555554,Belist.txt
"The findings, considered merely a formality at this point, will be released @ @ @ @ @ @ @ @ @ @ pressure for U. S. action on Syria Obama is expected to keep close watch on the situation there, but he will go ahead with a speech on Wednesday at Washington 's Lincoln Memorial marking the 50th anniversary of slain civil rights leader Martin Luther King Jr. ' s"" I have a dream speech.""",-0.16666666666666666,0.3333333333333333,Belist.txt
China 's state news agency recalled how flawed intelligence was used to justify the U. S.-led invasion of Iraq in 2003.,-0.5,0.5,Belist.txt
"Similar arguments were used by NATO to bomb Serbia, a Russian ally, after the killing of civilians in Kosovo.",0.0,0.2,Belist.txt
"Opposition activists have said at least 500 people, and possibly twice that many, were killed by rockets carrying the nerve gas sarin or something similar.",0.0,0.45999999999999996,Belist.txt
"DM  Photo: The guided-missile destroyer USS Ramage is seen operating in the Arabian Gulf in this handout picture taken on November 15, @ @ @ @ @ @ @ @ @ @ deployed in the Mediterranean Sea equipped with long-range Tomahawk missles that could potentially be used to strike Syria, according to officials.",0.0,1.0,Belist.txt
S. Navy/Handout  COP21 and South Africa 's impending Coal Cliff  Cricket: England tour a big income boost for South Africa  By Reuters  SA vs England Test series preview: Five key battles  By Antoinette Muller  Comments  Our policy dictates first names and surnames must be used to comment on articles.,0.08333333333333333,0.4777777777777778,Belist.txt
"We also reserve the right to delete comments deemed lewd, racist or just generally not contributing to intelligent debate that have been flagged by other readers.",0.23392857142857143,0.5776785714285714,Belist.txt
"Amidhan Sabrah, chairman of the Indonesian Council of Ulema, said it was opposed to the event because it objectified women.""",0.0,0.0,Belist.txt
"The pageant is scheduled for 28 September in Sentul, on the outskirts of Jakarta.",0.0,0.0,Belist.txt
That decision was challenged in high court by BJP state general secretary Asim Sarkar who contended that India was a secular country and the allowance went against constitutional provisions ensuring equality of religion.,0.10500000000000001,0.52,Belist.txt
"Refusing to accept the contention, the court today ruled in favour of the petitioner and directed that the allowance be stopped immediately as it was in violation of the provisions of the Constitution.",0.0,0.0,Belist.txt
Financial discipline can not be attained by regulating bunk timings.,0.0,0.0,Belist.txt
"You are here  Indian Airpower Afloat  The first indigenously designed and built aircraft carrier, INS Vikrant, was launched on August 12, 2013.",0.125,0.21666666666666667,Belist.txt
"While still several years from being operational, the launch of the carrier, which has been designed to carry 36 fixed wing fighter aircrafts, comprising a mix of MiG-29K and the indigenous LCA ( naval variants ) in addition to Ka-31 AEW and ALH helicopters, will provide air cover to Indian Navy ( IN ) vessels.",0.05,0.1,Belist.txt
"Instead, the bow of the ship sports a ski-jump configuration, in which the aircraft rolling down the very short available runway on take off is lofted into the air like a skier.1 This will impose limitations on the type of aircraft operable.",0.08148148148148147,0.3596296296296296,Belist.txt
"The importance of air power at sea can not be overstated especially since the Battle of Coral Sea ( May 4 -- 8, 1942 ), in which two opposing fleets fought a major sea battle through the use of aircrafts launched from their carriers.",0.03125,0.75,Belist.txt
"By 2020, INS Vikrant should be ready for operational deployment and could be reasonably be expected to be joined in a few years by its sister ships that may include further refinements over the original design.",0.05500000000000001,0.45,Belist.txt
"Both INS Vikramaditya and INS Vikrant are expected to carry MiG-29K fighters, sourced from Russia, to be joined later by Hindustan Aeronautics Limited 's ( HAL 's ) Tejas ( naval variant ).",-0.05714285714285714,0.18095238095238098,Belist.txt
These arise from the fact that most of India 's foreign trade is carried by sea.,0.1875,0.3125,Belist.txt
"Moreover, it was designed in the late 1950s and 1960s.",-0.3,0.6,Belist.txt
"Upon its completion in 1961, it was commissioned into the IN as INS Vikrant.",0.0,0.0,Belist.txt
"INS Vikrant, which had commenced being built in 1943 and was finally completed in 1961, came to be decommissioned in 1997.",0.0,1.0,Belist.txt
"Initially, the Admiral Gorshkov was to be given free to India with India paying $800 million for its refurbishment and another $1 billion for MiG-29 fighters and other equipment.",0.09166666666666667,0.39166666666666666,Belist.txt
The resorts are used by couples and commercial sex workers.,0.0,0.0,Belist.txt
A resort owner of ' Maldives Resort ' in Kalamb of Nalasopara ( west ) was arrested for allegedly dumping the bodies of a young couple Joseph Salve ( 21 ) and Priyanka Mohite ( 21 ) in an isolated spot in Suncity of Vasai.,0.0,0.25,Belist.txt
The bodies were found in the resort on August 12.,0.0,0.0,Belist.txt
The rooms were hired by @ @ @ @ @ @ @ @ @ @ entertained their customers in the resort.,0.0,0.0,Belist.txt
The youth Congress and social organisations demanded that the resorts be demolished.,0.03333333333333333,0.06666666666666667,Belist.txt
"Interestingly, the resorts are owned and run by villagers, mostly from the fishing community.",0.5,0.5,Belist.txt
"The resorts are occupied on week days when students, young couples and commercial sex workers hire the rooms for a few hours.",-0.03333333333333333,0.16666666666666666,Belist.txt
The Vasai tehsildar assured the protestors that the illegal resorts would be razed down.,-0.3277777777777778,0.3944444444444445,Belist.txt
"While the Private Security Agency ( Regulation ) Act 2005 was passed by Parliament, the state assembly enacted the AP Private Security Agency ( Regulation ) Rules in 2008, following which private security agencies have to obtain licences from the AP special secretary, home, who is the controlling authority for dealing with private security agencies and issuing licences.",0.05952380952380953,0.36190476190476195,Belist.txt
"However, sources say that the stakeholders were not consulted when the regulations were passed, leading to a plethora of problems for security agencies.""",0.0,0.0,Belist.txt
"There were some modifications and changes that were needed and APPSA had regularly met with government authorities and we were awaiting necessary changes in the rules,"" he said, explaining that @ @ @ @ @ @ @ @ @ @ verification of credentials of the private security personnel and the owners.",0.0,0.483974358974359,Belist.txt
"With the Telangana issue surfacing, the amendments were put on hold, sources said.""",0.0,0.0,Belist.txt
"While the demand for security personnel is witnessing a consistent 20% growth over the last few years, Rao said that guards are still treated as unskilled labour even though they are operating the latest gadgets, are involved in monitoring security, including handling of CCTVs, and taking care of documentation related to movement of goods in industries.""",0.11000000000000001,0.3433333333333334,Belist.txt
"Representative of APPSA at Vizag, UCH Bhupal Verma, said,"" Once the amendments are made @ @ @ @ @ @ @ @ @ @ standards will be maintained and we will also be able to assist the police department whenever the need arises.""",0.5,0.625,Belist.txt
"India 's sprint legend P T Usha 's life is set to get a big screen treatment after biopic"" Bhaag Milkha Bhaag"" on ' Flying Sikh ' Milkha Singh.",0.0,0.1,Belist.txt
"He did n't say yes or no to the perso... Read More  RANCHI: India 's sprint legend P T Usha 's life is set to get a big screen treatment after biopic"" Bhaag Milkha Bhaag"" on ' Flying Sikh ' Milkha Singh.""",0.25,0.3,Belist.txt
"It is good and youngsters will definitely be motivated watching this,"" she added.",0.35,0.55,Belist.txt
78-year-old Chautala has been directed to surrender before Tihar Jail authorities on September 17.,-0.1,0.0,Belist.txt
"In my view, no further hospitalisation is required.",0.0,0.5,Belist.txt
"Accordingly, the application is dismissed.""",0.0,0.0,Belist.txt
"However, at the submission of petitioner 's counsel, 10 days time is granted to surrender before jail authorities...",-0.1,0.0,Belist.txt
"The applicant is directed to surrender on September 17 before the jail authorities,"" Justice Mridul said.",-0.1,0.0,Belist.txt
"The court referred to the medical board opinion in which it was said that,"" Chautala does not need admission for his co-morbid condition ( medical condition existing simultaneously but independently with another condition in a patient ) and only requires a regular medical attention and follow up in the out-patient department"".",0.0,0.2003205128205128,Belist.txt
"As per the report, Chautala has been undergoing rehabilitation and physiotherapy which are to be continued without hospitalisation.",0.0,0.0,Belist.txt
"Lalit argued that till conclusion of his appeal before this court, his interim bail should be extended.",0.0,0.0,Belist.txt
"Opposing Chautala 's plea, CBI 's public prosecutor Rajdeepa Behura submitted that after the implantation of pacemaker, he has been granted sufficient time by the court for his medical treatment.",0.0,0.03333333333333333,Belist.txt
"She also argued that so far his exercise and physiotherapy is concerned, it has been taken care of by the Tihar jail authorities.",0.0,0.5,Belist.txt
"Therefore, he does not require to be enlarged on bail any more, she said.",0.5,0.5,Belist.txt
Chautala was first granted interim bail by the high court on July 23 for six weeks and it has been extended so far.,0.17,0.6244444444444445,Belist.txt
"Ajay, like his father, has been advised either to undergo the pacemaker implant surgery or other medical procedures for his cardiac disease.",-0.05833333333333333,0.125,Belist.txt
"Among other convicts, 44 have been sentenced to four years in jail and one was sentenced to five-year jail term in the case.",-0.10833333333333334,0.125,Belist.txt
"All of them were held guilty of cheating, forgery, using fake documents as genuine, conspiracy under the IPC and for abusing their official position under the Prevention of Corruption Act.",-0.19999999999999998,0.8333333333333334,Belist.txt
"Apart from these two key regions, properties in cities like Hyderabad and Kochi are undervalued and it @ @ @ @ @ @ @ @ @ @.""",0.0,1.0,Belist.txt
"According to Ahuja, the segment where good demand is being witnessed is in the price range of Rs 60 lakh to Rs 1.5 crore.",0.7,0.6000000000000001,Belist.txt
"An yield of less than that means the property is overvalued,"" Kapoor explains.",-0.16666666666666666,0.06666666666666667,Belist.txt
"Developer track record"" Developers ' track record in terms of delivery and quality must be verified before investing.",0.0,0.0,Belist.txt
It was this somewhat niche market that Paul identified as being one that was often missed entirely by the larger grinding ball manufacturers.,0.0,0.5625,Belist.txt
"Upon testing these balls were found to be highly successful and it was from here that the business would go from strength to strength in the years that followed.""",0.75,0.95,Belist.txt
"The group itself is made up of several companies, subsidiaries and representatives including, Sino Grinding Industries, Sino Grinding International, Beijing Sino Grinding International and Sino Grinding ( Americas ) Inc. One recent, and particularly impressive, example of how Sino Grinding is able to improve the grinding activities of its customers can be found in Zambia at First @ @ @ @ @ @ @ @ @ @ assisted in halving the operation 's consumption rates of mining media in kilograms per tonne, thus helping it to make considerable cost savings over an extended period of time.",0.23125,0.3322916666666667,Belist.txt
"Time and again we have found this to be the best way of achieving the targets and aims that we are set.""",1.0,0.3,Belist.txt
"Much as has been the case with the chemical composition of the company 's grinding ball range, attempts have been made by competitors to replicate this process however no one has yet managed to get all the components right.""",0.24285714285714285,0.3678571428571429,Belist.txt
"While Sino Grinding has always been committed to developing new products and solutions the same ca n't necessarily be said about the vast majority of its competitors and this has resulted in an industry sector that, overall, has seen very little in the way of change for the last two decades.",-0.015340909090909096,0.4708874458874459,Belist.txt
This will happen slowly and while it does it is our own aim to be recognised as the go-to-guys when it comes to SAG milling and grinding ball solutions.,0.14999999999999997,0.7,Belist.txt
"Plus the incredible work being undertaking as part of its corporate social responsibility efforts  Jindal Africa has been tasked by its parent company, Jindal Steel and Power Limited ( JSPL ), with harnessing the immense potential that Africa has to offer.",0.14365079365079367,0.5182539682539683,Belist.txt
"Your Location*  Weather*  Always remember my setting  Saving your settings  Facebook Sign-In  Hi News addict,  Join the News24 Community to be involved in breaking the news.",0.0,0.0,Belist.txt
"By Lawrence Nkede  0  16 Sep 2013 15:00:00  The draw for the final and knockout stage of the Fifa 2014 World Cup qualifiers took place at the Caf headquarters in Cairo, Egypt on Monday  Cameroon are relieved to avoid Egypt and face Tunisia.",0.0,1.0,Belist.txt
"The first leg matches will be played on Friday, October 11 and the return matches are on Friday, November 15.",0.25,0.3333333333333333,Belist.txt
It is the second time a zookeeper has been killed by a lion at the centre in the past 17 years.,-0.15,0.08333333333333333,Belist.txt
"Kenenisa the lion was unharmed and remains in the zoo, which was closed on Monday after the incident.",-0.1,0.1,Belist.txt
"The lions are kept in enclosed cages, but the zoo is set to move to a larger, grassier enclosure in the Ethiopian capital in the next 13 months.",0.0,0.25,Belist.txt
"The Addis Ababa zoo was opened in 1948 by former emperor Haile Selassie, who established the centre to house his pet cub lions Molla and Lullu.",0.0,0.0,Belist.txt
"Your Location*  Weather*  Always remember my setting  Saving your settings  Facebook Sign-In  Hi News addict,  Join the News24 Community to be involved in breaking the news.",0.0,0.0,Belist.txt
Dr Michael Mol and John Berry 's new cookbook is aimed at the everyday family cook @ @ @ @ @ @ @ @ @ @ does n't mean dessert is off the menu.,-0.1253787878787879,0.5806818181818182,Belist.txt
We have noted with some concern the confusion that has been caused by the article published on Times LIVE entitled: Young African Leadership Initiative asks ANC to recall Zuma for ' betraying SA and party '.,0.07878787878787878,0.3,Belist.txt
"Spare Syria 's hospitals: world medical leaders  Blood is seen on a hospital floor in what activists say was shelling from forces loyal to President Bashar Al-Assad in Raqqa, eastern Syria.",0.16666666666666666,0.4166666666666667,Belist.txt
"According to the WHO ( World Health Organisation ), 37 percent of Syrian hospitals have been destroyed and a further 20 percent severely damaged.",0.0,0.5,Belist.txt
"According to the Violations Documentation Centre, an estimated 469 health workers are currently imprisoned, and about 15 000 doctors have been forced to flee abroad, according to the Council on Foreign Relations.",-0.1416666666666667,0.2416666666666667,Belist.txt
"I am based at Southlands Assessment Unit, a mental health unit for older adults within the Kent and Medway partnership trust.",0.033333333333333326,0.26666666666666666,Belist.txt
Mr Jones is a younger carer who is supporting his wife; she was diagnosed with Alzheimer 's disease when she was 53.,0.125,0.125,Belist.txt
"During my career, I have been supported to study psychotherapy, mindfulness CBT, counselling and behavioural @ @ @ @ @ @ @ @ @ @ nurse registration has been hugely beneficial in my work.",0.4000000000000001,0.9,Belist.txt
It is important that we are involved in this work to talk through common myths held @ @ @ @ @ @ @ @ @ @.,0.05000000000000002,0.75,Belist.txt
"The Damascus Secretary General of the Syrian Red Crescent -- 22 of whose volunteers have already been killed in the war -- was fired from his full time job with a Damascus telecoms company this week, probably because he spends too much time on humanitarian work.",0.08,0.25,Belist.txt
